613	47	0
614	47	2
615	18	1
615	36	4
616	3	0
616	18	3
616	28	0
618	33	3
619	10	2
619	44	3
620	8	0
622	44	1
623	10	4
623	32	3
624	36	1
625	23	0
625	27	1
625	36	2
626	8	1
626	9	2
629	11	0
630	28	1
631	3	0
632	39	3
633	3	1
634	11	2
635	37	4
636	14	2
637	7	0
637	21	3
639	18	4
643	3	3
644	27	2
645	33	1
646	2	0
648	19	2
649	34	2
649	36	1
650	1	2
650	8	2
650	15	1
651	9	3
651	16	1
651	21	4
652	2	3
652	34	0
654	38	4
655	1	1
655	11	3
656	11	0
656	25	1
657	44	0
658	37	2
658	38	3
661	33	4
662	23	4
663	2	3
664	28	4
665	28	0
667	6	2
667	19	1
667	34	3
669	39	0
670	6	0
671	10	3
672	47	4
673	11	2
673	48	3
674	5	1
675	31	2
675	32	0
676	2	2
676	14	0
677	16	3
677	24	2
678	26	0
680	38	2
680	48	2
681	12	0
682	36	0
683	39	4
684	12	2
684	41	3
687	38	2
690	15	4
691	28	4
692	21	0
692	22	1
692	35	3
692	45	4
693	11	0
693	33	3
694	17	0
695	36	4
695	47	4
696	29	0
698	13	4
699	19	0
699	42	4
701	13	0
702	12	4
703	13	0
703	31	1
704	1	0
704	37	4
704	38	4
704	48	1
706	21	2
706	29	3
707	7	0
707	14	1
707	24	4
707	27	4
708	23	1
708	42	2
710	6	0
711	34	4
712	43	3
712	48	0
715	2	0
715	3	3
716	22	4
716	33	1
717	3	0
717	10	4
718	19	0
722	2	4
722	30	1
724	44	1
725	14	2
725	31	3
726	6	3
727	11	4
728	9	3
728	23	1
728	43	4
731	15	3
731	30	1
732	43	4
733	34	4
734	16	4
735	17	3
736	29	3
737	1	0
737	43	0
739	16	3
739	28	2
740	32	2
741	2	4
741	48	2
742	5	0
743	3	3
743	40	1
744	5	3
744	44	4
745	39	0
748	12	3
748	27	0
748	30	0
748	39	2
753	19	0
755	20	4
755	26	1
756	16	4
756	36	0
757	8	3
757	21	1
757	49	3
758	23	0
758	32	0
759	10	0
759	33	0
760	8	0
762	21	2
762	35	1
764	19	0
765	37	4
765	43	2
766	6	0
766	8	3
768	30	2
770	34	2
770	36	0
772	2	4
772	20	3
775	11	1
775	15	1
777	11	2
777	15	3
781	35	2
781	42	3
783	9	0
784	27	3
786	11	4
787	19	1
788	13	1
790	7	2
790	10	0
790	13	1
790	21	0
790	33	2
792	24	1
794	13	4
794	43	4
795	49	2
797	10	2
798	17	3
799	26	1
799	29	1
800	32	2
802	37	3
807	5	4
807	20	0
807	43	3
808	40	4
809	4	2
810	37	1
811	2	1
811	22	2
812	8	3
812	49	2
813	15	2
813	20	2
813	38	0
815	30	4
816	29	4
816	39	4
816	41	0
817	43	0
818	15	0
818	47	1
819	19	2
819	25	4
821	10	2
822	5	1
826	14	0
826	43	4
826	46	4
827	7	2
829	13	0
829	29	1
829	34	1
829	43	3
833	3	0
833	21	2
833	48	0
835	18	3
837	6	3
837	31	3
840	28	3
841	1	2
841	23	0
842	28	4
843	16	4
845	34	0
846	14	2
847	46	4
848	39	1
849	7	2
849	15	0
852	39	3
856	17	0
857	6	4
857	15	3
857	23	2
857	29	1
859	49	3
860	28	4
862	10	1
862	18	4
863	8	0
864	17	3
864	22	3
867	25	4
867	37	3
867	39	3
868	31	4
869	32	4
870	13	2
870	19	3
871	14	2
871	24	3
871	47	0
875	24	3
876	8	0
876	49	1
877	20	0
879	47	4
880	2	1
881	26	1
882	38	3
882	46	3
883	6	2
883	34	0
885	13	1
885	17	1
885	29	3
885	32	0
885	33	4
887	40	4
888	18	3
888	45	2
889	42	1
891	5	4
891	31	0
893	44	3
893	45	1
896	13	1
897	5	4
897	19	0
898	48	2
901	29	0
901	43	2
902	3	4
903	39	1
904	35	3
904	44	4
905	14	3
906	28	0
908	9	4
908	10	1
908	42	4
910	6	2
910	9	0
910	10	2
910	44	3
913	23	4
914	14	0
914	34	2
914	43	3
915	9	2
915	37	3
916	15	4
917	29	1
917	43	2
918	29	0
919	4	3
919	40	0
919	43	1
922	30	3
923	4	4
924	7	0
925	48	1
926	5	1
927	6	2
927	34	0
927	37	0
928	1	3
929	35	3
930	22	0
930	45	4
932	6	0
932	44	0
933	6	2
933	26	1
933	43	0
934	15	1
937	36	0
937	47	3
940	37	4
942	15	2
946	32	4
948	14	1
949	32	3
951	38	4
953	12	3
954	6	2
955	6	3
955	20	1
956	13	1
959	3	1
959	26	3
961	5	1
961	20	2
965	36	4
966	42	4
969	16	2
970	42	4
972	37	0
972	46	0
973	16	3
973	34	0
974	9	0
975	9	2
975	14	2
975	33	1
976	24	0
976	31	4
976	48	2
977	29	3
977	34	3
978	5	3
979	19	4
979	42	0
980	10	4
980	45	4
981	18	2
982	26	0
984	41	1
985	27	0
985	37	4
986	1	3
986	7	3
986	23	0
986	31	3
986	33	1
987	15	2
987	23	4
988	27	3
988	44	0
991	42	2
991	46	1
992	5	4
992	46	1
993	8	0
993	9	1
993	14	3
993	29	1
994	30	2
994	46	2
996	21	3
996	47	3
997	34	1
998	32	3
1000	11	3
1000	49	2
1001	17	2
1001	49	1
1002	17	2
1002	49	1
1003	1	0
1003	23	3
1004	41	1
1005	8	0
1005	44	1
1006	40	2
1006	42	4
1007	6	4
1007	43	1
1010	8	4
1011	14	3
1012	5	1
1012	41	1
1014	13	4
1014	28	1
1015	19	4
1015	47	1
1016	41	4
1016	49	2
1017	1	1
1017	31	2
1018	16	0
1020	45	0
1021	26	0
1022	6	1
1022	17	4
1024	32	3
1024	43	3
1025	8	0
1025	10	3
1026	4	1
1026	14	1
1026	28	1
1027	10	3
1027	19	4
1027	22	3
1027	39	2
1028	6	2
1029	22	4
1029	25	0
1030	45	0
1031	14	0
1032	16	0
1032	29	4
1033	8	3
1034	16	0
1035	3	4
1035	26	0
1037	36	2
1037	46	2
1038	22	4
1039	39	3
1040	43	3
1043	6	2
1043	35	2
1045	20	4
1046	38	2
1046	44	1
1048	21	1
1050	34	2
1051	4	0
1051	11	3
1054	13	1
1054	34	3
1055	40	4
1058	26	0
1059	46	3
1061	2	3
1062	39	4
1063	43	2
1064	14	4
1064	36	3
1066	32	0
1067	24	0
1068	7	0
1069	1	3
1069	22	0
1072	37	3
1075	4	3
1075	15	4
1077	27	2
1077	40	3
1078	27	1
1078	28	2
1079	1	2
1080	18	2
1080	42	0
1082	30	0
1082	44	0
1083	7	2
1084	23	2
1086	24	1
1087	13	0
1087	15	3
1088	44	0
1090	48	0
1091	11	4
1092	39	2
1092	42	0
1093	2	3
1095	18	4
1096	18	2
1099	38	4
1100	38	3
1101	22	3
1101	33	4
1104	6	2
1104	48	1
1105	23	0
1106	17	2
1108	21	4
1109	21	3
1109	30	1
1109	45	3
1111	21	0
1113	18	2
1113	28	1
1113	35	4
1114	2	3
1114	8	3
1114	37	3
1115	1	3
1115	31	3
1116	15	4
1116	44	0
1117	12	3
1117	42	2
1119	12	2
1119	31	2
1120	12	0
1120	41	2
1121	1	4
1121	6	0
1121	12	4
1122	3	3
1123	17	0
1124	49	2
1125	21	0
1127	9	1
1128	24	4
1128	25	4
1128	38	3
1130	5	3
1133	38	3
1135	3	4
1136	13	4
1136	25	4
1137	34	4
1139	12	2
1139	41	0
1142	16	4
1143	40	3
1143	46	0
1144	18	3
1148	43	3
1149	33	0
1150	6	3
1150	48	3
1151	23	1
1152	18	2
1153	14	0
1154	30	4
1156	23	2
1156	36	2
1157	20	0
1159	10	4
1159	23	0
1159	37	4
1160	40	1
1161	31	2
1162	27	2
1162	38	0
1162	43	2
1163	11	4
1165	12	0
1165	23	3
1166	18	0
1166	33	1
1167	8	2
1169	7	4
1169	25	0
1171	44	0
1172	2	3
1172	17	4
1172	38	3
1173	18	0
1174	36	3
1175	5	2
1176	28	1
1177	47	3
1179	18	1
1180	20	4
1181	4	0
1181	17	3
1181	21	1
1185	4	0
1186	35	0
1187	48	3
1189	9	1
1189	10	1
1194	12	1
1194	35	1
1197	32	2
1198	9	3
1199	20	4
1199	29	2
1199	49	0
1202	10	0
1202	15	3
1203	6	0
1203	42	0
1203	48	4
1204	43	0
1205	23	2
1205	30	3
1206	9	4
1206	11	1
1207	5	3
1207	34	2
1207	38	3
1209	17	4
1209	18	3
1209	43	2
1209	47	0
1210	14	1
1210	31	4
1211	26	3
1213	35	2
1217	37	1
1217	42	1
1217	44	4
1218	26	3
1220	5	3
1222	17	4
1222	34	2
1223	2	2
1224	42	3
1225	27	4
1225	34	1
1226	14	2
1226	16	3
1227	15	4
1227	18	0
1228	35	1
1228	37	0
1230	49	2
1231	28	3
1232	22	0
1232	25	4
1232	45	1
1233	17	3
1235	33	2
1236	38	1
1239	25	4
1239	33	2
1240	13	4
1240	39	0
1241	10	3
1241	20	0
1242	42	2
1243	46	0
1244	23	2
1244	28	3
1248	45	3
1249	13	0
1249	26	1
1249	40	2
1250	40	0
1252	4	1
1253	27	4
1255	8	1
1256	8	3
1258	10	1
1259	6	2
1259	8	3
1259	28	0
1259	30	4
1259	34	3
1259	37	3
1260	19	0
1260	28	1
1260	47	1
1262	47	4
1265	11	4
1265	21	0
1266	30	4
1268	25	4
1269	23	1
1270	5	1
1270	14	0
1272	26	4
1273	1	2
1273	31	0
1274	28	2
1278	34	3
1279	12	0
1285	11	1
1289	28	4
1289	36	3
1290	14	0
1290	18	1
1290	32	0
1290	44	3
1291	40	1
1292	23	1
1294	24	1
1295	4	3
1295	30	4
1295	31	2
1295	38	3
1303	1	2
1303	3	1
1304	32	3
1304	38	4
1305	15	0
1307	27	1
1307	41	0
1308	31	2
1310	45	2
1311	40	4
1312	26	3
1313	18	3
1314	29	3
1314	33	3
1315	23	3
1315	32	3
1315	47	1
1316	13	3
1316	29	4
1317	15	3
1317	17	3
1319	2	4
1319	36	0
1320	20	3
1320	44	2
1321	8	3
1322	20	0
1323	5	0
1323	27	3
1324	6	0
1324	24	0
1324	26	2
1326	7	4
1326	36	1
1326	37	4
1328	30	3
1329	41	1
1331	24	0
1334	20	0
1334	30	2
1337	20	1
1338	35	3
1340	8	3
1340	26	2
1342	22	0
1343	41	3
1343	45	4
1345	15	3
1346	24	0
1346	31	1
1346	42	1
1346	44	2
1348	46	3
1349	5	0
1350	5	1
1351	24	3
1352	45	3
1354	5	1
1354	33	3
1354	37	2
1354	39	2
1354	46	2
1355	7	2
1355	47	0
1356	49	4
1358	38	2
1359	4	3
1359	19	1
1359	36	2
1360	9	0
1360	25	0
1362	8	3
1362	35	4
1363	18	2
1363	19	3
1363	31	3
1364	38	0
1365	43	1
1366	26	4
1367	31	0
1369	17	1
1369	43	2
1370	6	4
1370	10	2
1371	3	4
1372	23	4
1372	46	0
1374	10	1
1374	14	2
1378	39	3
1379	1	1
1381	8	3
1381	19	0
1382	5	0
1382	24	4
1382	40	4
1383	23	1
1383	30	2
1384	3	1
1384	10	2
1385	21	0
1385	43	2
1387	6	3
1387	36	3
1389	27	4
1390	16	3
1391	1	0
1391	13	0
1393	42	3
1393	45	3
1394	33	4
1395	49	1
1396	22	3
1396	31	0
1400	40	1
1403	6	0
1403	8	0
1403	27	4
1405	41	0
1406	19	3
1406	35	2
1408	7	1
1409	28	4
1410	3	0
1415	31	3
1415	35	3
1416	36	3
1417	10	2
1417	14	3
1417	30	1
1418	10	4
1419	1	4
1419	14	3
1421	30	1
1422	14	0
1422	16	4
1426	9	2
1428	2	2
1428	9	4
1428	12	2
1431	38	1
1431	46	1
1432	36	0
1434	2	0
1434	6	2
1434	19	3
1434	30	2
1435	43	2
1436	35	0
1438	23	2
1439	22	4
1440	13	0
1440	33	2
1441	30	1
1441	32	3
1441	34	1
1443	17	2
1445	25	2
1446	8	2
1446	27	0
1447	39	4
1448	34	3
1453	30	0
1453	44	3
1454	11	2
1455	2	3
1456	16	1
1456	24	3
1457	45	3
1460	17	0
1460	31	2
1461	47	0
1463	22	3
1463	26	0
1465	19	0
1467	11	0
1468	2	0
1468	34	1
1468	45	3
1469	16	1
1470	4	4
1470	23	1
1470	49	1
1471	47	3
1472	47	2
1474	8	1
1474	30	2
1476	17	3
1477	36	1
1479	2	1
1480	4	0
1480	11	3
1480	21	1
1483	9	0
1483	11	1
